pdb_id,molecule_name,entry_uniprot_accession,experimental_method,title
5rb2,Lysine-specific demethylase 3B,Q7LBC6,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of JMJD1B in complex with FM001784a
5rjq,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with NCL-00024665
5rlq,Helicase nsp13,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 helicase in complex with Z285782452
5qyc,Pre-mRNA-splicing factor 8,"P33334,P32357",X-ray diffraction,PanDDA analysis group deposition -- Aar2/RNaseH in complex with fragment F2X-Entry D07a
5qxu,ATPase family AAA domain-containing protein 2,Q6PL18,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of ATAD2 in complex with RZ373
5r55,Uridine diphosphate glucose pyrophosphatase NUDT22,Q9BRQ3,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human NUDT22 in complex with N13369a
5r84,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of COVID-19 main protease in complex with Z31792168
5r9w,Mitogen-activated protein kinase 14,P47811,X-ray diffraction,PanDDA analysis group deposition Form1 MAP kinase p38-alpha -- Fragment N13598a in complex with MAP kinase p38-alpha
5rc5,Endothiapepsin,P11838,X-ray diffraction,PanDDA analysis group deposition -- Endothiapepsin changed state model for fragment F2X-Entry Library F06b
5re4,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with Z1129283193
5rjn,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with NCL-00024673
5rl6,Helicase nsp13,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 helicase in complex with Z198195770
5rfx,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with PCM-0102254
5rk5,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z57478994
5rmc,Helicase nsp13,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 helicase in complex with Z24758179
5r5f,Uridine diphosphate glucose pyrophosphatase NUDT22,Q9BRQ3,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human NUDT22 in complex with N13793a
5r90,Mitogen-activated protein kinase 14,P47811,X-ray diffraction,PanDDA analysis group deposition Form1 MAP kinase p38-alpha -- Fragment N11145a in complex with MAP kinase p38-alpha
5raj,Lysine-specific demethylase 3B,Q7LBC6,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of JMJD1B in complex with BD009815a
5rfk,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with PCM-0102575
5rhg,Serine protease NS3,Q32ZE1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of Zika virus NS3 Helicase in complex with Z235341991
5rm8,Helicase nsp13,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 helicase in complex with Z1614545742
5rfs,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with PCM-0102739
5rho,Serine protease NS3,Q32ZE1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of Zika virus NS3 Helicase in complex with Z1444783243
5rlm,Helicase nsp13,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 helicase in complex with Z1650168321
5r8f,Interleukin-1 beta,P01584,X-ray diffraction,PanDDA analysis group deposition INTERLEUKIN-1 BETA -- Fragment Z2377835233 in complex with INTERLEUKIN-1 BETA
5raf,Lysine-specific demethylase 3B,Q7LBC6,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of JMJD1B in complex with FM001559a
5rfh,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with PCM-0102277
5rjs,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z285642082
5rlk,Helicase nsp13,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 helicase in complex with Z1509882419
5rfm,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with PCM-0102539
5rhw,Serine protease NS3,Q32ZE1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of Zika virus NS3 Helicase in complex with Z31222641
5rf9,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with Z217038356
5rk4,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z56791867
5rm9,Helicase nsp13,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 helicase in complex with Z2856434942
5r98,Mitogen-activated protein kinase 14,P47811,X-ray diffraction,PanDDA analysis group deposition Form1 MAP kinase p38-alpha -- Fragment N14109a in complex with MAP kinase p38-alpha
5rbp,Endothiapepsin,P11838,X-ray diffraction,PanDDA analysis group deposition -- Endothiapepsin changed state model for fragment F2X-Entry Library B03a
5rkd,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z2168282707
5rc0,Endothiapepsin,P11838,X-ray diffraction,PanDDA analysis group deposition -- Endothiapepsin changed state model for fragment F2X-Entry Library E06a
5rbv,Endothiapepsin,P11838,X-ray diffraction,PanDDA analysis group deposition -- Endothiapepsin changed state model for fragment F2X-Entry Library D04a
5rfq,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with PCM-0102179
5qyi,Pre-mRNA-splicing factor 8,"P33334,P32357",X-ray diffraction,PanDDA analysis group deposition -- Aar2/RNaseH in complex with fragment F2X-Entry G12a
5qyi,A1 cistron-splicing factor AAR2,"P33334,P32357",X-ray diffraction,PanDDA analysis group deposition -- Aar2/RNaseH in complex with fragment F2X-Entry G12a
5r5s,Uridine diphosphate glucose pyrophosphatase NUDT22,Q9BRQ3,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human NUDT22 in complex with N13775a
5r9c,Mitogen-activated protein kinase 14,P47811,X-ray diffraction,PanDDA analysis group deposition Form1 MAP kinase p38-alpha -- Fragment N14074a in complex with MAP kinase p38-alpha
5rjk,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with NCL-00024661
5rmm,Helicase nsp13,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 helicase in complex with POB0066
5r7y,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of COVID-19 main protease in complex with Z45617795
5raa,Lysine-specific demethylase 3B,Q7LBC6,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of JMJD1B in complex with FM009990a
5ree,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with Z2217052426
5rfz,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with PCM-0102274
5rht,Serine protease NS3,Q32ZE1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of Zika virus NS3 Helicase in complex with Z291279160
5rlh,Helicase nsp13,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 helicase in complex with Z2856434778
5r28,Endothiapepsin,P11838,X-ray diffraction,"PanDDA analysis group deposition -- Endothiapepsin in complex with fragment F2X-Entry G08, DMSO-free"
5rk3,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z1501469697
5rmd,Helicase nsp13,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 helicase in complex with Z57614330
5qyc,A1 cistron-splicing factor AAR2,"P33334,P32357",X-ray diffraction,PanDDA analysis group deposition -- Aar2/RNaseH in complex with fragment F2X-Entry D07a
5r5z,Tenascin,P24821,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of FIBRINOGEN-LIKE GLOBE DOMAIN OF HUMAN TENASCIN-C in complex with Z2856434821
5r9f,Mitogen-activated protein kinase 14,P47811,X-ray diffraction,PanDDA analysis group deposition Form1 MAP kinase p38-alpha -- Fragment N13724a in complex with MAP kinase p38-alpha
5rbq,Endothiapepsin,P11838,X-ray diffraction,PanDDA analysis group deposition -- Endothiapepsin changed state model for fragment F2X-Entry Library B06b
5rjw,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z256709556
5rm3,Helicase nsp13,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 helicase in complex with Z1745658474
5r4p,Cleavage and polyadenylation specificity factor subunit 5,O43809,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of HUMAN CLEAVAGE FACTOR IM in complex with NM450-1
5r86,Interleukin-1 beta,P01584,X-ray diffraction,PanDDA analysis group deposition INTERLEUKIN-1 BETA -- Fragment Z943693514 in complex with INTERLEUKIN-1 BETA
5r1t,Endothiapepsin,P11838,X-ray diffraction,"PanDDA analysis group deposition -- Endothiapepsin in complex with fragment F2X-Entry A07, DMSO-free"
5r5a,Uridine diphosphate glucose pyrophosphatase NUDT22,Q9BRQ3,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of human NUDT22 in complex with N13663a
5r8d,Interleukin-1 beta,P01584,X-ray diffraction,PanDDA analysis group deposition INTERLEUKIN-1 BETA -- Fragment Z1745658474 in complex with INTERLEUKIN-1 BETA
5ran,Lysine-specific demethylase 3B,Q7LBC6,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of JMJD1B in complex with XS039080d
5rfn,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with PCM-0102868
5rjm,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with NCL-00024671
5rlr,Helicase nsp13,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 helicase in complex with Z822382694
5qtl,ADP-sugar pyrophosphatase,Q9UKK9,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of NUDT5 in complex with GB-0804
5qxp,ATPase family AAA domain-containing protein 2,Q6PL18,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of ATAD2 in complex with TCJ732
5r21,Endothiapepsin,P11838,X-ray diffraction,"PanDDA analysis group deposition -- Endothiapepsin in complex with fragment F2X-Entry E07, DMSO-free"
5rfy,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with PCM-0102974
5rjt,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z404993336
5rm1,Helicase nsp13,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 helicase in complex with Z426041412
5r63,Tenascin,P24821,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of FIBRINOGEN-LIKE GLOBE DOMAIN OF HUMAN TENASCIN-C in complex with Z319545618
5r9y,Mitogen-activated protein kinase 14,P47811,X-ray diffraction,PanDDA analysis group deposition Form1 MAP kinase p38-alpha -- Fragment N13619a in complex with MAP kinase p38-alpha
5rcg,Endothiapepsin,P11838,X-ray diffraction,PanDDA analysis group deposition -- Endothiapepsin changed state model for fragment F2X-Entry Library H11a
5ret,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with PCM-0102269
5rh9,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition SARS-CoV-2 main protease fragment screen -- Crystal Structure of SARS-CoV-2 main protease in complex with Z4438424255 (Mpro-x2776)
5rli,Helicase nsp13,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 helicase in complex with Z45617795
7nuk,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,Crystal structure of SARS CoV2 main protease in complex with EG009 (modelled using PanDDA event map)
5r4k,Nucleosome-remodeling factor subunit BPTF,Q12830,X-ray diffraction,PanDDA analysis group deposition -- CRYSTAL STRUCTURE OF THE BROMODOMAIN OF HUMAN NUCLEOSOME-REMODELING FACTOR SUBUNIT BPTF in complex with FMOPL000292a
5r8c,Interleukin-1 beta,P01584,X-ray diffraction,PanDDA analysis group deposition INTERLEUKIN-1 BETA -- Fragment Z30857828 in complex with INTERLEUKIN-1 BETA
5ra8,Mitogen-activated protein kinase 14,P47811,X-ray diffraction,PanDDA analysis group deposition Form1 MAP kinase p38-alpha -- Fragment N05711b in complex with MAP kinase p38-alpha
5reg,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with Z1545313172
5rgl,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition SARS-CoV-2 main protease fragment screen -- Crystal Structure of SARS-CoV-2 main protease in complex with PCM-0102962 (Mpro-x0705)
5rkj,PH-interacting protein,Q8WWQ0,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of PHIP in complex with Z373768898
5ra1,Mitogen-activated protein kinase 14,P47811,X-ray diffraction,PanDDA analysis group deposition Form1 MAP kinase p38-alpha -- Fragment N08141b in complex with MAP kinase p38-alpha
5rei,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with Z2856434856
5rh8,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition SARS-CoV-2 main protease fragment screen -- Crystal Structure of SARS-CoV-2 main protease in complex with Z4444621965 (Mpro-x2764)
5rl9,Helicase nsp13,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 helicase in complex with Z1703168683
5qya,Pre-mRNA-splicing factor 8,"P32357,P33334",X-ray diffraction,PanDDA analysis group deposition -- Aar2/RNaseH in complex with fragment F2X-Entry D02a
5qya,A1 cistron-splicing factor AAR2,"P32357,P33334",X-ray diffraction,PanDDA analysis group deposition -- Aar2/RNaseH in complex with fragment F2X-Entry D02a
5qyg,Pre-mRNA-splicing factor 8,"P32357,P33334",X-ray diffraction,PanDDA analysis group deposition -- Aar2/RNaseH in complex with fragment F2X-Entry F08a
5qyg,A1 cistron-splicing factor AAR2,"P32357,P33334",X-ray diffraction,PanDDA analysis group deposition -- Aar2/RNaseH in complex with fragment F2X-Entry F08a
5r4m,Nucleosome-remodeling factor subunit BPTF,Q12830,X-ray diffraction,PanDDA analysis group deposition -- CRYSTAL STRUCTURE OF THE BROMODOMAIN OF HUMAN NUCLEOSOME-REMODELING FACTOR SUBUNIT BPTF in complex with FMOPL000513a
5r9l,Mitogen-activated protein kinase 14,P47811,X-ray diffraction,PanDDA analysis group deposition Form1 MAP kinase p38-alpha -- Fragment N14274a in complex with MAP kinase p38-alpha
5rc2,Endothiapepsin,P11838,X-ray diffraction,PanDDA analysis group deposition -- Endothiapepsin changed state model for fragment F2X-Entry Library E11b
5rfo,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with PCM-0102972
5rhk,Serine protease NS3,Q32ZE1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of Zika virus NS3 Helicase in complex with Z87615031
5rlg,Helicase nsp13,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 helicase in complex with Z19739650
5rac,Lysine-specific demethylase 3B,Q7LBC6,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of JMJD1B in complex with FM001810a
5reo,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition -- Crystal Structure of SARS-CoV-2 main protease in complex with PCM-0102578
5rgi,3C-like proteinase nsp5,P0DTD1,X-ray diffraction,PanDDA analysis group deposition SARS-CoV-2 main protease fragment screen -- Crystal Structure of SARS-CoV-2 main protease in complex with Z369936976 (Mpro-x0397)
5qyk,A1 cistron-splicing factor AAR2,"P33334,P32357",X-ray diffraction,PanDDA analysis group deposition -- Aar2/RNaseH in complex with fragment F2X-Entry H12a
